Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Owner,Seller Type,Engine,Drivetrain,Seating Capacity,Fuel Tank Capacity
Toyota,Corolla Altis GL,10370.0,2014,85000,Diesel,Manual,Kanpur,Second,Individual,1364.0,FWD,5.0,50.0
Maruti Suzuki,Ciaz ZDi SHVS,9531.25,2015,61000,Diesel,Manual,Allahabad,First,Individual,1248.0,FWD,5.0,43.0
Maruti Suzuki,Wagon R LXi LPG,3583.75,2012,35000,LPG,Manual,Varanasi,Second,Individual,998.0,FWD,5.0,28.0
Honda,City 1.5 V AT,8387.5,2011,69000,Petrol,Automatic,Bangalore,Second,Individual,1497.0,FWD,5.0,42.0
Jeep,Compass Limited 1.4 Petrol AT [2017-2020],20587.5,2017,70000,Petrol,Automatic,Chennai,First,Individual,1368.0,FWD,5.0,60.0
Hyundai,i10 Magna 1.2 Kappa2,4956.25,2013,15780,Petrol,Manual,Thane,First,Individual,1197.0,FWD,5.0,35.0
Maruti Suzuki,Ciaz ZXI+,9760.0,2016,50800,Petrol,Manual,Lucknow,First,Individual,1373.0,FWD,5.0,43.0
Toyota,Corolla Altis 1.8 VL AT,6862.5,2011,95000,Petrol,Automatic,Mumbai,First,Individual,1794.0,FWD,5.0,55.0
BMW,5-Series 520d Sedan,11437.5,2010,112000,Diesel,Automatic,Pune,Second,Individual,1995.0,RWD,5.0,70.0
Maruti Suzuki,Vitara Brezza ZDi,12215.25,2018,30000,Diesel,Manual,Patna,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,Alto VXi,3736.25,2014,31100,Petrol,Manual,Jamshedpur,Second,Individual,998.0,FWD,5.0,35.0
Honda,Amaze 1.2 S i-VTEC,7243.75,2014,65000,Petrol,Manual,Coimbatore,Second,Individual,1198.0,FWD,5.0,35.0
Audi,A3 35 TDI Premium,44987.5,2020,11000,Diesel,Automatic,Pune,First,Individual,1968.0,FWD,5.0,50.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],8311.25,2019,28000,Petrol,Manual,Kharar,First,Individual,1197.0,FWD,5.0,43.0
Hyundai,Xcent SX CRDi,6633.73475,2017,27000,Diesel,Manual,Kolkata,Second,Individual,1186.0,FWD,5.0,43.0
Renault,Kwid RXT [2015-2019],4803.75,2017,15507,Petrol,Manual,Pune,First,Individual,799.0,FWD,5.0,28.0
Honda,City VX,8387.5,2015,44000,Petrol,Manual,Kolkata,First,Individual,1497.0,FWD,5.0,40.0
Datsun,Redigo T(O) 1.0 [2017-2019],3019.5,2017,24000,Petrol,Manual,Faridabad,First,Individual,999.0,FWD,5.0,28.0
Hyundai,i10 Magna 1.1 LPG,3431.25,2014,47721,LPG,Manual,Patna,First,Individual,1086.0,FWD,5.0,35.0
Renault,Kwid RXT [2015-2019],4803.75,2017,15507,Petrol,Manual,Thane,First,Individual,799.0,FWD,5.0,28.0
Honda,City V,11818.75,2018,39000,Petrol,Manual,Noida,Second,Individual,1497.0,FWD,5.0,40.0
Maruti Suzuki,DZire VXi AMT,9531.25,2017,58000,Petrol,Automatic,Chennai,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,Creta SX Plus 1.6 CRDI Dual Tone,11818.75,2015,82000,Diesel,Manual,Raipur,Second,Individual,1582.0,FWD,5.0,60.0
BMW,3-Series 320d Prestige,25604.75,2016,46000,Diesel,Automatic,Delhi,Second,Individual,1995.0,RWD,5.0,57.0
Maruti Suzuki,Swift ZXi AMT [2018-2019],11056.25,2019,11874,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,Verna Fluidic 1.6 CRDi SX,8235.0,2014,86000,Diesel,Manual,Lucknow,First,Individual,1582.0,FWD,5.0,43.0
Volkswagen,Polo Highline1.2L (D),5337.5,2014,111000,Diesel,Manual,Ambala Cantt,Second,Individual,1199.0,FWD,5.0,45.0
Volvo,V40 D3 R-Design,25772.48475,2015,50000,Diesel,Automatic,Coimbatore,Second,Individual,1984.0,FWD,5.0,60.0
Nissan,Magnite XL,9531.25,2021,28000,Petrol,Manual,Zirakpur,First,Corporate,999.0,FWD,5.0,40.0
Maruti Suzuki,Celerio ZXi [2019-2020],7243.75,2019,25000,Petrol,Manual,Muzaffurpur,First,Individual,998.0,FWD,5.0,35.0
Kia,Seltos HTK Plus 1.5 Diesel,25162.5,2021,12000,Diesel,Manual,Raipur,First,Individual,1493.0,FWD,5.0,50.0
Hyundai,Santro Era,6252.48475,2019,32000,Petrol,Manual,Zirakpur,First,Individual,1086.0,FWD,5.0,35.0
BMW,5-Series 520d Luxury Line [2017-2019],41937.5,2017,51800,Diesel,Automatic,Navi Mumbai,Second,Individual,1995.0,RWD,5.0,65.0
Maruti Suzuki,Ignis Zeta 1.2 AMT,8311.25,2017,22000,Petrol,Automatic,Delhi,First,Individual,1197.0,FWD,5.0,32.0
Maruti Suzuki,Swift VXi,7091.25,2014,75000,Petrol,Manual,Mohali,First,Individual,1197.0,FWD,5.0,42.0
Fiat,Punto Active 1.3,5718.75,2014,71000,Diesel,Manual,Hyderabad,First,Individual,1248.0,FWD,5.0,45.0
Audi,Q3 30 TDI Premium FWD,44225.0,2017,64000,Diesel,Automatic,Chennai,First,Individual,1968.0,FWD,5.0,64.0
Honda,WR-V VX MT Petrol,12123.75,2018,45326,Petrol,Manual,Mumbai,First,Individual,1199.0,FWD,5.0,40.0
Audi,A3 35 TDI Premium,44225.0,2019,15529,Diesel,Automatic,Mumbai,First,Individual,1968.0,FWD,5.0,50.0
Mercedes-Benz,GLA 200 Sport,34312.5,2015,43200,Petrol,Automatic,Pune,First,Corporate,1991.0,FWD,5.0,50.0
Honda,City VX CVT Petrol [2017-2019],16012.5,2017,29386,Petrol,Automatic,Bangalore,Second,Individual,1497.0,FWD,5.0,40.0
Hyundai,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],11666.25,2021,18105,Petrol,Manual,Bangalore,First,Individual,1197.0,FWD,5.0,43.0
Maruti Suzuki,S-Cross Sigma 1.3,10293.75,2017,125372,Diesel,Manual,Coimbatore,First,Individual,1248.0,FWD,5.0,48.0
Audi,A6 35 TDI Matrix,36600.0,2015,100000,Diesel,Automatic,Jaipur,First,Individual,1968.0,FWD,5.0,75.0
Audi,A7 Sportback 3.0 TDI quattro,39650.0,2012,42000,Diesel,Automatic,Lucknow,First,Individual,2967.0,AWD,5.0,65.0
Honda,City 1.5 V AT,7548.75,2012,65001,Petrol,Automatic,Pune,First,Individual,1497.0,FWD,5.0,42.0
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],7548.75,2018,45000,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,5.0,43.0
Maruti Suzuki,Swift DZire LDI,7320.0,2016,85000,Diesel,Manual,Lucknow,First,Individual,1248.0,FWD,5.0,42.0
Hyundai,Creta 1.6 SX (O),26687.5,2021,17000,Diesel,Manual,Kanpur,First,Individual,1582.0,FWD,5.0,60.0
Hyundai,Santro Sportz AMT [2018-2020],6633.73475,2019,34400,Petrol,Automatic,Ranchi,First,Individual,1086.0,FWD,5.0,35.0
Hyundai,Venue SX (O) 1.0 Turbo iMT,16317.5,2021,8800,Petrol,Manual,Delhi,First,Individual,998.0,FWD,5.0,45.0
Honda,City ZX CVT Petrol,23332.5,2022,2000,Petrol,Automatic,Delhi,First,Individual,1498.0,FWD,5.0,40.0
Hyundai,Creta SX 1.5 Diesel [2020-2022],24369.5,2020,19700,Diesel,Manual,Mumbai,First,Individual,1493.0,FWD,5.0,50.0
Hyundai,Verna 1.6 VTVT SX,9836.25,2016,45000,Petrol,Manual,Delhi,First,Individual,1591.0,FWD,5.0,43.0
Maruti Suzuki,Swift DZire ZDI AMT,9912.5,2017,76000,Diesel,Automatic,Navi Mumbai,First,Individual,1248.0,FWD,5.0,42.0
Volkswagen,Vento Highline Diesel,8311.25,2013,110000,Diesel,Manual,Bangalore,First,Individual,1598.0,FWD,5.0,55.0
Honda,City V Petrol,16698.75,2022,2700,Petrol,Manual,Delhi,First,Individual,1497.0,FWD,5.0,40.0
Audi,Q3 35 TDI Technology with Navigation,28044.75,2017,110000,Diesel,Automatic,Mumbai,First,Individual,1968.0,AWD,5.0,64.0
Skoda,Superb L&K TSI AT,22875.0,2016,70000,Petrol,Automatic,Raipur,Second,Individual,1798.0,FWD,5.0,66.0
Audi,Q3 35 TDI quattro Premium Plus,32025.0,2017,42000,Diesel,Automatic,Gurgaon,First,Individual,1968.0,AWD,5.0,64.0
Volkswagen,Polo Comfortline 1.5L (D),5261.25,2015,70000,Diesel,Manual,Faridabad,First,Individual,1498.0,FWD,5.0,45.0
Honda,City V,12962.5,2018,52890,Petrol,Manual,Gurgaon,First,Individual,1497.0,FWD,5.0,40.0
Hyundai,Creta SX 1.6 AT CRDi,21731.25,2018,72870,Diesel,Automatic,Mumbai,First,Corporate,1582.0,FWD,5.0,55.0
Hyundai,Elite i20 Asta 1.2,10293.75,2017,48591,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,5.0,45.0
Mahindra,XUV300 1.5 W6 [2019-2020],14106.25,2019,60888,Diesel,Manual,Jalandhar,First,Individual,1497.0,FWD,5.0,42.0
Hyundai,Eon Era +,3202.5,2014,48000,Petrol,Manual,Lucknow,First,Individual,814.0,FWD,5.0,32.0
Tata,Nexon XM,11590.0,2018,20251,Petrol,Manual,Pune,First,Individual,1198.0,FWD,5.0,44.0
Hyundai,Verna 1.6 CRDI SX,9760.0,2015,49000,Diesel,Manual,Mumbai,First,Individual,1582.0,FWD,5.0,43.0
Maruti Suzuki,Swift VXi,5185.0,2013,66000,Petrol,Manual,Meerut,First,Individual,1197.0,FWD,5.0,42.0
Honda,City S Petrol,10598.75,2017,51292,Petrol,Manual,Thane,First,Individual,1497.0,FWD,5.0,40.0
Ford,Figo Trend 1.5L TDCi [2015-2016],7091.25,2015,89000,Diesel,Manual,Jaipur,Second,Individual,1498.0,FWD,5.0,40.0
Toyota,Glanza V,11208.75,2019,55000,Petrol,Manual,Jaipur,First,Individual,1197.0,FWD,5.0,37.0
Honda,City V,10446.25,2016,68500,Petrol,Manual,Ahmedabad,First,Individual,1497.0,FWD,5.0,40.0
Toyota,Glanza G,10675.0,2019,19244,Petrol,Manual,Zirakpur,First,Individual,1197.0,FWD,5.0,37.0
Maruti Suzuki,Wagon R VXi 1.2,8387.5,2020,19000,Petrol,Manual,Varanasi,First,Individual,1197.0,FWD,5.0,32.0
Audi,A6 2.0 TDI Premium,21350.0,2013,60000,Diesel,Automatic,Pune,Second,Individual,1968.0,FWD,5.0,65.0
Maruti Suzuki,Swift VXi,6481.25,2015,80000,Petrol,Manual,Noida,Second,Individual,1197.0,FWD,5.0,42.0
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],9760.0,2016,52000,Diesel,Manual,Delhi,Second,Individual,1248.0,FWD,5.0,48.0
Hyundai,Santro GL (CNG),4193.75,2013,76000,CNG,Manual,Delhi,First,Individual,1086.0,FWD,5.0,35.0
Hyundai,Elite i20 Sportz 1.2 [2016-2017],10598.75,2019,42678,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,5.0,45.0
Honda,City 1.5 V AT,3736.25,2010,95000,Petrol,Automatic,Gurgaon,Second,Individual,1497.0,FWD,5.0,42.0
Renault,Duster 110 PS RxL,10522.5,2016,65000,Diesel,Manual,Delhi,Second,Individual,1461.0,FWD,5.0,50.0
Volkswagen,Taigun Highline 1.0 TSI AT,22875.0,2021,31000,Petrol,Automatic,Hyderabad,First,Individual,999.0,FWD,5.0,50.0
Maruti Suzuki,Alto VXi,4117.5,2014,82682,Petrol,Manual,Pune,First,Individual,998.0,FWD,5.0,35.0
Hyundai,i20 Active 1.4 S,8311.25,2016,70500,Diesel,Manual,Jamshedpur,First,Individual,1396.0,FWD,5.0,45.0
Renault,Kwid RXT [2015-2019],3888.73475,2016,57159,Petrol,Manual,Varanasi,First,Individual,799.0,FWD,5.0,28.0
BMW,3-Series 320d Sport Line [2014-2016],30500.0,2014,82000,Diesel,Automatic,Mohali,First,Individual,1995.0,RWD,5.0,50.0
Honda,City 1.5 V AT,7243.75,2012,40000,Petrol,Automatic,Pune,Second,Individual,1497.0,FWD,5.0,42.0
Hyundai,Elite i20 Sportz 1.2 (O),9912.5,2020,58100,Petrol,Manual,Lucknow,First,Individual,1197.0,FWD,5.0,45.0
Mercedes-Benz,C-Class C 200 Avantgarde,36371.25,2015,60921,Petrol,Automatic,Pune,Second,Individual,1991.0,RWD,5.0,66.0
Audi,Q5 2.0 TDI quattro Premium,25925.0,2014,78000,Diesel,Automatic,Ahmedabad,First,Individual,1968.0,AWD,5.0,75.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt,5795.0,2012,53000,Petrol,Manual,Mumbai,First,Corporate,1591.0,FWD,5.0,43.0
Renault,Kwid 1.0 RXT [2016-2019],4498.75,2016,34736,Petrol,Manual,Hyderabad,First,Individual,999.0,FWD,5.0,28.0
Tata,Harrier XZ,26687.5,2020,14400,Diesel,Manual,Ahmedabad,First,Individual,1956.0,FWD,5.0,50.0
Audi,A3 35 TFSI Premium Plus,33245.0,2018,77590,Petrol,Automatic,Delhi,First,Individual,1395.0,FWD,5.0,50.0
Maruti Suzuki,Alto LXi CNG,2363.75,2009,56852,CNG,Manual,Kanpur,Second,Individual,796.0,FWD,5.0,35.0
Maruti Suzuki,DZire ZXi Plus AMT,11208.75,2018,42000,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,5.0,37.0
Skoda,Rapid Style 1.6 MPI AT,13725.0,2018,55000,Petrol,Automatic,Pune,Second,Individual,1598.0,FWD,5.0,55.0
Skoda,Superb Elegance 1.8 TSI AT,12123.75,2014,53000,Petrol,Automatic,Delhi,Second,Individual,1798.0,FWD,5.0,60.0
MINI,Cooper D 3 Door,50325.0,2018,17000,Diesel,Automatic,Delhi,First,Individual,1496.0,FWD,5.0,44.0
Maruti Suzuki,Vitara Brezza VDi,11056.25,2017,75793,Diesel,Manual,Navi Mumbai,First,Individual,1248.0,FWD,5.0,48.0
Volvo,S60 Kinetic D4,15173.73475,2012,89311,Diesel,Automatic,Hyderabad,First,Individual,1984.0,FWD,5.0,67.5
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],11971.25,2018,80000,Diesel,Manual,Mohali,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,Wagon R VXI,5947.5,2018,66794,Petrol,Manual,Kolkata,First,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Baleno Zeta 1.2 AT,10293.75,2017,35616,Petrol,Automatic,Pune,First,Individual,1197.0,FWD,5.0,37.0
Maruti Suzuki,Eeco 5 STR [2014-2019],4880.0,2015,64000,Petrol,Manual,Ranchi,First,Individual,1196.0,RWD,5.0,40.0
Maruti Suzuki,Baleno Zeta 1.2 AT,12810.0,2020,7000,Petrol,Automatic,Chennai,First,Individual,1197.0,FWD,5.0,37.0
Maruti Suzuki,Wagon R VXI,4727.5,2015,45000,Petrol,Manual,Ranchi,First,Individual,998.0,FWD,5.0,35.0
Maruti Suzuki,Wagon R LXI CNG,4727.5,2015,67738,CNG,Manual,Delhi,Second,Individual,998.0,FWD,5.0,35.0
Toyota,Glanza G,13115.0,2021,11030,Petrol,Manual,Bangalore,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,i10 Magna 1.2 Kappa2,5947.5,2015,49123,Petrol,Manual,Patna,First,Individual,1197.0,FWD,5.0,35.0
Maruti Suzuki,Swift DZire LDI,7930.0,2018,46000,Diesel,Manual,Bhubaneswar,First,Individual,1248.0,FWD,5.0,42.0
Maruti Suzuki,Vitara Brezza VDi (O) [2016-2018],10293.75,2018,64000,Diesel,Manual,Lucknow,First,Individual,1248.0,FWD,5.0,48.0
Maruti Suzuki,S-Presso VXi,7243.75,2021,7942,Petrol,Manual,Thane,First,Individual,998.0,FWD,5.0,27.0
Maruti Suzuki,Alto 800 Lxi,4041.25,2017,52100,Petrol,Manual,Lucknow,First,Individual,796.0,FWD,5.0,35.0
Skoda,Rapid Ambition 1.6 TDI CR MT,14487.5,2019,32809,Diesel,Manual,Coimbatore,First,Individual,1598.0,FWD,5.0,55.0
Audi,A3 35 TDI Premium Plus + Sunroof,33931.25,2016,40500,Diesel,Automatic,Mumbai,First,Individual,1968.0,FWD,5.0,50.0
Jeep,Compass Sport 1.4 Petrol,26672.23475,2021,25700,Petrol,Manual,Karnal,First,Corporate,1368.0,FWD,5.0,60.0
Mercedes-Benz,M-Class ML 250 CDI,34312.5,2014,85000,Diesel,Automatic,Delhi,Second,Individual,2143.0,AWD,5.0,70.0
Hyundai,Elite i20 Asta 1.2 (O) [2016],10522.5,2017,17268,Petrol,Manual,Nashik,First,Individual,1197.0,FWD,5.0,45.0
Maruti Suzuki,Baleno Zeta 1.2,8555.25,2017,68000,Petrol,Manual,Noida,First,Individual,1197.0,FWD,5.0,37.0
Maruti Suzuki,Swift DZire VXI AT,9073.75,2017,44100,Petrol,Automatic,Mumbai,First,Corporate,1197.0,FWD,5.0,42.0
Hyundai,i20 Magna (O) 1.2,6862.5,2014,23000,Petrol,Manual,Ahmedabad,First,Individual,1197.0,FWD,5.0,45.0
BMW,5-Series 520d Modern Line,35059.75,2014,58000,Diesel,Automatic,Mumbai,First,Individual,1995.0,RWD,5.0,50.0
Audi,Q3 35 TDI Technology,32787.5,2016,95401,Diesel,Automatic,Bangalore,First,Individual,1968.0,AWD,5.0,64.0
Kia,Seltos GTX Plus 1.4 DCT,28212.5,2020,7000,Petrol,Automatic,Bangalore,First,Individual,1353.0,FWD,5.0,50.0
Hyundai,Elantra SX (O) 2.0 AT,17918.75,2017,24000,Petrol,Automatic,Mumbai,First,Individual,1999.0,FWD,5.0,50.0
Hyundai,Accent Executive,6100.0,2015,41273,Petrol,Manual,Mumbai,First,Individual,1495.0,FWD,5.0,45.0
Hyundai,Creta SX 1.6 CRDi,16775.0,2018,65954,Diesel,Manual,Pune,First,Individual,1582.0,FWD,5.0,55.0
Hyundai,i10 Sportz 1.2 Kappa2,6023.75,2016,28000,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,5.0,35.0
Maruti Suzuki,S-Presso VXi Plus,6481.25,2021,38848,Petrol,Manual,Panchkula,First,Individual,998.0,FWD,5.0,27.0
Maruti Suzuki,Swift DZire LXI (O),6420.25,2017,69000,Petrol,Manual,Faridabad,First,Individual,1197.0,FWD,5.0,42.0
Hyundai,i20 Active 1.2 SX,8540.0,2016,22700,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,5.0,45.0
Audi,Q3 35 TDI quattro Technology,49562.5,2019,41000,Diesel,Automatic,Hyderabad,Second,Individual,1968.0,AWD,5.0,64.0
Maruti Suzuki,Ciaz Alpha 1.4 MT,13709.75,2018,13066,Petrol,Manual,Bangalore,First,Individual,1373.0,FWD,5.0,43.0
Renault,Duster 85 PS RxL,6481.25,2015,75000,Diesel,Manual,Kanpur,First,Individual,1461.0,FWD,5.0,50.0
Maruti Suzuki,S-Presso VXi (O),6481.25,2019,53241,Petrol,Manual,Mirzapur,First,Individual,998.0,FWD,5.0,27.0
MINI,Countryman Cooper S JCW Inspired,59093.75,2021,12000,Petrol,Automatic,Delhi,First,Individual,1998.0,FWD,5.0,47.0
Honda,City 1.5 S MT,7625.0,2013,65000,Petrol,Manual,Chennai,First,Individual,1497.0,FWD,5.0,42.0
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],3660.0,2013,64000,Petrol,Manual,Faizabad,First,Individual,998.0,FWD,5.0,32.0
Honda,Amaze 1.5 VX i-DTEC,14258.75,2019,56000,Diesel,Manual,Hyderabad,First,Individual,1498.0,FWD,5.0,35.0
Maruti Suzuki,Baleno Alpha Automatic,11818.75,2018,39000,Petrol,Automatic,Mumbai,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,Grand i10 Magna AT 1.2 Kappa VTVT,8372.25,2018,53000,Petrol,Automatic,Hyderabad,Second,Individual,1197.0,FWD,5.0,43.0
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],9836.25,2021,1374,CNG,Manual,Mumbai,First,Individual,1196.0,RWD,5.0,40.0
Mercedes-Benz,C-Class C 220d Progressive [2018-2019],51850.0,2018,68000,Diesel,Automatic,Hyderabad,First,Individual,1950.0,RWD,5.0,66.0
Hyundai,Elite i20 Sportz 1.2 [2016-2017],9836.25,2019,35000,Petrol,Manual,Mumbai,First,Individual,1197.0,FWD,5.0,45.0
BMW,5-Series 520d M Sport,39650.0,2016,39000,Diesel,Automatic,Delhi,First,Individual,1995.0,RWD,5.0,65.0
Audi,A4 2.0 TDI (177bhp) Premium,20968.75,2011,62000,Diesel,Automatic,Chennai,First,Individual,1968.0,FWD,5.0,63.0
Honda,City V CVT Petrol [2017-2019],20435.0,2021,11000,Petrol,Automatic,Mumbai,First,Individual,1497.0,FWD,5.0,40.0
Maruti Suzuki,Swift ZXi Plus [2018-2019],12810.0,2020,11000,Petrol,Manual,Bangalore,First,Individual,1197.0,FWD,5.0,37.0
Maruti Suzuki,Swift DZire VXI,8006.25,2014,102000,Petrol,Manual,Salem,Second,Individual,1197.0,FWD,5.0,42.0
Hyundai,Eon Sportz,3278.75,2012,20000,Petrol,Manual,Mumbai,First,Individual,814.0,FWD,5.0,32.0
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],9073.75,2019,25000,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,5.0,43.0
Audi,A4 Premium Plus 40 TFSI,63287.5,2022,22000,Petrol,Automatic,Delhi,First,Individual,1984.0,FWD,5.0,54.0
Maruti Suzuki,Swift VDi,11437.5,2018,65000,Diesel,Manual,Hyderabad,First,Individual,1248.0,FWD,5.0,37.0
Ford,Ecosport Titanium 1.5 Ti-VCT,8387.5,2013,47000,Petrol,Manual,Indore,First,Individual,1499.0,FWD,5.0,52.0
Jaguar,XE Prestige Diesel,41175.0,2018,45545,Diesel,Automatic,Chandigarh,Second,Individual,1999.0,RWD,5.0,56.0
Volkswagen,Polo Comfortline 1.2L (P),8616.25,2014,72782,Petrol,Manual,Bangalore,First,Individual,1198.0,FWD,5.0,45.0
Maruti Suzuki,Alto VXi [2014-2019],5627.25,2017,16800,Petrol,Manual,Mumbai,First,Individual,998.0,FWD,5.0,35.0
Toyota,Yaris V CVT,16622.5,2019,40900,Petrol,Automatic,Pune,First,Corporate,1496.0,FWD,5.0,42.0
Honda,WR-V VX MT Petrol,8845.0,2017,39000,Petrol,Manual,Guwahati,First,Corporate,1199.0,FWD,5.0,40.0
BMW,X1 sDrive20d xLine,33534.75,2016,77000,Diesel,Automatic,Surat,First,Individual,1995.0,RWD,5.0,63.0
Honda,Amaze 1.2 SX i-VTEC,8235.0,2017,38700,Petrol,Manual,Meerut,First,Individual,1198.0,FWD,5.0,35.0
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,5566.25,2014,76000,Petrol,Manual,Ernakulam,First,Individual,1197.0,FWD,5.0,43.0
Maruti Suzuki,Vitara Brezza VDi,12581.25,2019,81300,Diesel,Manual,Ludhiana,First,Individual,1248.0,FWD,5.0,48.0
Volkswagen,Polo GT TDI,4956.25,2013,76000,Diesel,Manual,Lucknow,First,Individual,1598.0,FWD,5.0,45.0
Tata,Tiago Revotron XM (O) [2016-2019],6100.0,2018,91460,Petrol,Manual,Kanpur,First,Individual,1199.0,FWD,5.0,35.0
Land Rover,Evoque HSE Dynamic,54900.0,2018,45000,Diesel,Automatic,Delhi,First,Individual,1999.0,AWD,5.0,57.0
Mercedes-Benz,GLC 220 d Progressive,51850.0,2018,50000,Diesel,Automatic,Delhi,First,Individual,2143.0,AWD,5.0,66.0
Volkswagen,Vento Highline Plus 1.2 (P) AT 16 Alloy,11818.75,2017,60500,Petrol,Automatic,Surat,First,Individual,1197.0,FWD,5.0,55.0
MINI,Cooper D 5 Door,54747.5,2020,19759,Diesel,Automatic,Coimbatore,First,Individual,1496.0,FWD,5.0,44.0
Toyota,Corolla Altis 1.8 G,5718.75,2011,77000,Petrol,Manual,Faridabad,First,Individual,1794.0,FWD,5.0,55.0
Hyundai,Verna Fluidic 1.6 VTVT SX AT,9836.25,2015,58200,Petrol,Automatic,Mumbai,First,Individual,1591.0,FWD,5.0,43.0
Maruti Suzuki,Celerio ZXi,7777.48475,2015,42000,Petrol,Manual,Bangalore,First,Individual,998.0,FWD,5.0,35.0
Hyundai,Elantra 1.8 SX AT,8311.25,2013,63000,Petrol,Automatic,Mumbai,First,Individual,1797.0,FWD,5.0,56.0
Honda,City V,12733.75,2018,42855,Petrol,Manual,Pune,First,Individual,1497.0,FWD,5.0,40.0
Renault,Duster 85 PS RXS 4X2 MT Diesel,14640.0,2018,24000,Diesel,Manual,Bangalore,First,Individual,1461.0,FWD,5.0,50.0
Maruti Suzuki,Celerio VXi [2019-2020],8235.0,2019,34000,Petrol,Manual,Chennai,First,Individual,998.0,FWD,5.0,35.0
Kia,Seltos HTK Plus 1.5 iMT,22493.75,2022,9500,Petrol,Manual,Delhi,First,Individual,1497.0,FWD,5.0,50.0
Hyundai,Verna 1.6 CRDI SX (O),17918.75,2018,97000,Diesel,Manual,Jaipur,First,Individual,1582.0,FWD,5.0,43.0
Hyundai,Verna Fluidic 1.6 VTVT SX Opt AT,7243.75,2014,72900,Petrol,Automatic,Mumbai,Second,Individual,1591.0,FWD,5.0,43.0
Maruti Suzuki,Swift LXi,9912.5,2022,6000,Petrol,Manual,Delhi,First,Individual,1197.0,FWD,5.0,37.0
Hyundai,i10 Sportz 1.2 AT Kappa2,5642.5,2013,41000,Petrol,Automatic,Pune,First,Individual,1197.0,FWD,5.0,35.0
Honda,City VX (O) MT BL,13343.75,2018,50000,Petrol,Manual,Patna,First,Individual,1497.0,FWD,5.0,40.0
Maruti Suzuki,DZire VDi AMT,10598.75,2018,66000,Diesel,Automatic,Warangal,First,Individual,1248.0,FWD,5.0,37.0
Tata,Harrier XZA Plus,34693.75,2022,38000,Diesel,Automatic,Mumbai,First,Individual,1956.0,FWD,5.0,50.0
Jeep,Compass Model S (O) 1.4 Petrol DCT,41175.0,2021,17000,Petrol,Automatic,Delhi,First,Individual,1368.0,FWD,5.0,60.0
Hyundai,Verna Fluidic 1.6 CRDi SX,8311.25,2014,74000,Diesel,Manual,Mohali,First,Individual,1582.0,FWD,5.0,43.0
Skoda,Rapid Style 1.6 MPI AT,16759.75,2018,20690,Petrol,Automatic,Bangalore,First,Individual,1598.0,FWD,5.0,55.0
Hyundai,Verna 1.6 CRDI SX,17156.25,2019,40000,Diesel,Manual,Ludhiana,First,Individual,1582.0,FWD,5.0,43.0
Hyundai,Creta 1.6 SX Plus AT Petrol,19809.75,2018,50000,Petrol,Automatic,Mumbai,First,Individual,1591.0,FWD,5.0,60.0
BMW,5-Series 525d Luxury Plus,24400.0,2013,70000,Diesel,Automatic,Mumbai,Second,Individual,1995.0,RWD,5.0,50.0
Tata,Tigor XZA Plus,12123.75,2021,9000,Petrol,Automatic,Pune,First,Individual,1199.0,FWD,5.0,35.0
Hyundai,Verna Fluidic 1.6 CRDi SX,7014.98475,2013,78000,Diesel,Manual,Ahmedabad,Second,Individual,1582.0,FWD,5.0,43.0
Audi,A6 35 TDI Matrix,51850.0,2018,51000,Diesel,Automatic,Hyderabad,First,Individual,1968.0,FWD,5.0,75.0
Hyundai,Creta E Plus 1.6 Petrol,16012.5,2018,34841,Petrol,Manual,Hyderabad,First,Individual,1591.0,FWD,5.0,55.0
Hyundai,i20 Magna 1.2,5871.25,2014,46000,Petrol,Manual,Hyderabad,First,Individual,1197.0,FWD,5.0,45.0
Honda,City S Diesel,8921.25,2015,61000,Diesel,Manual,Ranchi,First,Individual,1498.0,FWD,5.0,40.0
